Hakusana,Sanaluokka,Pituus
ajan tasalla,adverbi,12
ajantilaus,substantiivi,10
ajantuhlaus,substantiivi,11
ajanvaraus,substantiivi,10
ajanvarausjärjestelmä,substantiivi,21
ajanviete,substantiivi,9
ajanvieteautomaatti,substantiivi,19
ajanvietekirja,substantiivi,14
ajanvietelehti,substantiivi,14
ajanvieteohjelma,substantiivi,16
ajanvietepeli,substantiivi,13
ajanvietteellinen,adjektiivi,17
ajanvietto,substantiivi,10
ajassa,adverbi,6
ajassaan,adverbi,8
ajastaa,verbi,7
ajastaika,substantiivi,9
ajastin,substantiivi,7
ajastus,substantiivi,7
ajatella,verbi,8
ajatelma,substantiivi,8
ajatollah,substantiivi,9
ajaton,adjektiivi,6
ajattaa,verbi,7
ajattelematon,adjektiivi,13
ajattelemattomasti,adverbi,18
ajattelemattomuus,substantiivi,17
ajattelija,substantiivi,10
ajattelu,substantiivi,8
ajattelukyky,substantiivi,12
ajattelukykyinen,adjektiivi,16
ajattelutapa,substantiivi,12
ajatteluttaa,verbi,12
ajattelutyö,substantiivi,11
ajattomasti,adverbi,11
ajattomuus,substantiivi,10
ajatuksekas,adjektiivi,11
ajatuksellinen,adjektiivi,14
ajatuksellisesti,adverbi,16
ajatuksenjuoksu,substantiivi,15
ajatuksenkulku,substantiivi,14
ajatuksenriento,substantiivi,15
ajatuksensiirto,substantiivi,15
ajatuksenvapaus,substantiivi,15
ajatukseton,adjektiivi,11
ajatuksettomasti,adverbi,16
ajatuksettomuus,substantiivi,15
‑ajatuksinen,adjektiivi,12
ajatus,substantiivi,6
ajatusharha,substantiivi,11
ajatushautomo,substantiivi,13
ajatuskatko,substantiivi,11
ajatusketju,substantiivi,11
ajatuskoe,substantiivi,9
ajatuskupla,substantiivi,11
ajatuskuvio,substantiivi,11
ajatusleikki,substantiivi,12
ajatuslukko,substantiivi,11
ajatusmaailma,substantiivi,13
ajatusmylly,substantiivi,11
ajatusrakennelma,substantiivi,16
ajatussisällys,substantiivi,14
ajatussisältö,substantiivi,13
ajatussuunta,substantiivi,12
ajatustapa,substantiivi,10
ajatustenlukija,substantiivi,15
ajatustenluku,substantiivi,13
ajatustensiirto,substantiivi,15
ajatustenvaihto,substantiivi,15
ajatustoiminta,substantiivi,14
ajatustyö,substantiivi,9
ajatusviiva,substantiivi,11
ajatusvirhe,substantiivi,11
ajatusvoimistelu,substantiivi,16
ajatusyhteys,substantiivi,12
ajautua,verbi,7
ajelehtia,verbi,9
ajella,verbi,6
ajelu,substantiivi,5
ajeluttaa,verbi,9
ajettavuus,substantiivi,10
ajettua,verbi,7
ajettuma,substantiivi,8
ajetuksissa,adverbi,11
ajo,substantiivi,3
ajoaika,substantiivi,7
ajoakku,substantiivi,7
ajoankkuri,substantiivi,10
ajoharjoittelu,substantiivi,14
ajoharjoittelurata,substantiivi,18
ajoissa,adverbi,7
ajoittaa,verbi,8
ajoittain,adverbi,9
ajoittainen,adjektiivi,11
ajoittaisuus,substantiivi,12
ajoittua,verbi,8
ajoitus,substantiivi,7
ajojahti,substantiivi,8
ajojää,substantiivi,6
ajokaista,substantiivi,9
ajokas,substantiivi,6
ajokas,substantiivi,6
ajokeli,substantiivi,7
ajokelpoinen,adjektiivi,12
ajokielto,substantiivi,9
ajokilometri,substantiivi,12
ajokki,substantiivi,6
ajokoe,substantiivi,6
ajokoira,substantiivi,8
ajokoirametsästys,substantiivi,17
ajokortti,substantiivi,9
ajokunto,substantiivi,8
ajokuntoinen,adjektiivi,12
ajokyky,substantiivi,7
ajokykyinen,adjektiivi,11
ajolanka,substantiivi,8
ajolinja,substantiivi,8
ajolähtö,substantiivi,8
ajolähtötilanne,substantiivi,15
ajomatka,substantiivi,8
ajomestari,substantiivi,10
ajometsästys,substantiivi,12
ajomies,substantiivi,7
ajomiina,substantiivi,8
ajonestin,substantiivi,9
ajonestolaite,substantiivi,13
ajoneuvo,substantiivi,8
ajoneuvovero,substantiivi,12
ajoneuvoyhdistelmä,substantiivi,18
ajonopeus,substantiivi,9
ajonvakautusjärjestelmä,substantiivi,23
ajo-ohje,substantiivi,8
ajo-oikeus,substantiivi,10
ajo-ominaisuus,substantiivi,14
ajo-opetus,substantiivi,10
ajopeli,substantiivi,7
ajopiirturi,substantiivi,11
ajoporo,substantiivi,7
ajopuu,substantiivi,6
ajopuuteoria,substantiivi,12
ajopyynti,substantiivi,9
ajopäiväkirja,substantiivi,13
ajorata,substantiivi,7
ajos,substantiivi,4
ajosuunta,substantiivi,9
ajotaito,substantiivi,8
ajotekniikka,substantiivi,12
ajoterveys,substantiivi,10
ajotie,substantiivi,6
ajotietokone,substantiivi,12
ajotilanne,substantiivi,10
ajoturvallisuus,substantiivi,15
ajotutkinto,substantiivi,11
ajoura,substantiivi,6
ajovalot,substantiivi,8
ajoverkko,substantiivi,9
ajoviima,substantiivi,8
ajovitsa,substantiivi,8
ajuri,substantiivi,5
ajuruoho,substantiivi,8
akaatti,substantiivi,7
akallinen,adjektiivi,9
akana,substantiivi,5
akankaali,substantiivi,9
akankanto,substantiivi,9
akansieni,substantiivi,9
akantti,substantiivi,7
akanvirta,substantiivi,9
akasia,substantiivi,6
akateemikko,substantiivi,11
akateeminen,adjektiivi,11
akateemisesti,adverbi,13
akateemisuus,substantiivi,12
akatemia,substantiivi,8
akatemiaprofessori,substantiivi,18
akatemiatutkija,substantiivi,15
akileija,substantiivi,8
akilleenkantapää,substantiivi,16
akillesjänne,substantiivi,12
akka,substantiivi,4
akkainlehti,substantiivi,11
akkamainen,adjektiivi,10
akkamaisesti,adverbi,12
akkamaisuus,substantiivi,11
akkautua,verbi,8
akkavalta,substantiivi,9
akklimatisaatio,substantiivi,15
akklimatisoida,verbi,14
akklimatisointi,substantiivi,15
akklimatisoitua,verbi,15
akkommodaatio,substantiivi,13
akkommodaatiokyky,substantiivi,17
akkreditoida,verbi,12
akkreditointi,substantiivi,13
akku,substantiivi,4
akkukäyttöinen,adjektiivi,14
akkulaturi,substantiivi,10
akkumulaattori,substantiivi,14
akkumuloitua,verbi,12
akkuna,substantiivi,6
akkusatiivi,substantiivi,11
akkutoiminen,adjektiivi,12
akkuväännin,substantiivi,11
akne,substantiivi,4
akoittua,verbi,8
akordi,substantiivi,6
akrobaatti,substantiivi,10
akrobaattinen,adjektiivi,13
akrobatia,substantiivi,9
akrofobia,substantiivi,9
akrohiihto,substantiivi,10
akronyymi,substantiivi,9
akrylaatti,substantiivi,10
akryyli,substantiivi,7
akryylihappo,substantiivi,12
akryylimaalaus,substantiivi,14
akryylimuovi,substantiivi,12
akryyliväri,substantiivi,11
akseli,substantiivi,6
akselikuormitus,substantiivi,15
‑akselinen,adjektiivi,10
akselintappi,substantiivi,12
akselipaino,substantiivi,11
akselisto,substantiivi,9
akseliteho,substantiivi,10
akselivallat,substantiivi,12
akseliväli,substantiivi,10
aksentti,substantiivi,8
aksenttimerkki,substantiivi,14
akseptantti,substantiivi,11
aksepti,substantiivi,7
akseptoida,verbi,10
aksiaalinen,adjektiivi,11
aksiaalisesti,adverbi,13
aksiaalisuus,substantiivi,12
aksiomaattinen,adjektiivi,14
aksiomaattisesti,adverbi,16
aksiomaattisuus,substantiivi,15
aksiomi,substantiivi,7
aksiooma,substantiivi,8
akti,substantiivi,4
aktiivat,substantiivi,8
aktiivi,"substantiivi, adjektiivi",7
aktiivihiili,substantiivi,12
aktiivihiilisuodatin,substantiivi,20
aktiivijousitus,substantiivi,15
aktiiviloma,substantiivi,11
aktiivimuoto,substantiivi,12
aktiivinen,adjektiivi,10
aktiivipalvelus,substantiivi,15
aktiivisesti,adverbi,12
aktiivistaa,verbi,11
aktiivistua,verbi,11
aktiivisuus,substantiivi,11
aktiivisuusranneke,substantiivi,18
aktiivisynnytys,substantiivi,15
aktiiviupseeri,substantiivi,14
aktiiviurheilija,substantiivi,16
aktiiviväestö,substantiivi,13
aktio,substantiivi,5
aktivismi,substantiivi,9
aktivisti,substantiivi,9
aktiviteetti,substantiivi,12
aktivoida,verbi,9
aktivointi,substantiivi,10
aktivoitua,verbi,10
aktori,substantiivi,6
aktuaalinen,adjektiivi,11
aktuaalisesti,adverbi,13
aktuaalistaa,verbi,12
aktuaalistua,verbi,12
aktuaalisuus,substantiivi,12
aktuaari,substantiivi,8
aktualisoida,verbi,12
aktualisointi,substantiivi,13
aktualisoitua,verbi,13
aktuelli,adjektiivi,8
akuhieronta,substantiivi,11
akuhoito,substantiivi,8
akunlaturi,substantiivi,10
akupainanta,substantiivi,11
akupiste,substantiivi,8
akupunktio,substantiivi,10
akupunktuuri,substantiivi,12
akupunktuurineula,substantiivi,17
akupunktuuripiste,substantiivi,17
akustiikka,substantiivi,10
akustiikkalevy,substantiivi,14
akustinen,adjektiivi,9
akustisesti,adverbi,11
akusto,substantiivi,6
akustoida,verbi,9
akustointi,substantiivi,10
akuutisti,adverbi,9
akuutti,"adjektiivi, substantiivi",7
akuuttinen,adjektiivi,10
akvaario,substantiivi,8
akvaariokala,substantiivi,12
akvaariokasvi,substantiivi,13
akvamariini,substantiivi,11
akvarelli,substantiivi,9
akvarelliliitu,substantiivi,14
akvarelliväri,substantiivi,13
akvaristi,substantiivi,9
akvatinta,substantiivi,9
akvaviitti,substantiivi,10
à la,prepositio,4
ala,substantiivi,3
ala‑,,4
ala-arvoinen,adjektiivi,12
ala-arvoisesti,adverbi,14
ala-arvoisuus,substantiivi,13
ala-aste,substantiivi,8
ala-asteelainen,"adjektiivi, substantiivi",15
ala-astelainen,"adjektiivi, substantiivi",14
alabasteri,substantiivi,10
à la carte,"adverbi, substantiivi",10
à la carte ‑annos,substantiivi,17
aladobi,substantiivi,7
alahammas,substantiivi,9
alahanka,substantiivi,8
alaharvennus,substantiivi,12
alahuone,substantiivi,8
alahuuli,substantiivi,8
alaikäinen,"adjektiivi, substantiivi",10
alaikäisyys,substantiivi,11
alaikäraja,substantiivi,10
alaindeksi,substantiivi,10
alainen,"adjektiivi, substantiivi",7
alaisuus,substantiivi,8
alajuoksu,substantiivi,9
alakansakoulu,substantiivi,13
alakansi,substantiivi,8
alakantissa,adverbi,11
alakanttiin,adverbi,11
alakautta,adverbi,9
alakerros,substantiivi,9
alakerta,substantiivi,8
alakierre,substantiivi,9
alakierrelyönti,substantiivi,15
alakierteinen,adjektiivi,13
alakkain,adverbi,8
alakkainen,adjektiivi,10
alakohta,substantiivi,8
alakohtainen,adjektiivi,12
alakoukku,substantiivi,9
alakoulu,substantiivi,8
alakoululainen,substantiivi,14
alakulo,substantiivi,7
alakuloinen,adjektiivi,11
alakuloisesti,adverbi,13
alakuloisuus,substantiivi,12
alakulttuuri,substantiivi,12
alakunta,substantiivi,8
alakunto,substantiivi,8
alakuntoinen,adjektiivi,12
alakuntoisuus,substantiivi,13
alakuu,substantiivi,6
alakynnessä,adverbi,11
alakynteen,adverbi,10
alalaji,substantiivi,7
alalanka,substantiivi,8
alaleuka,substantiivi,8
alaleukaluu,substantiivi,11
alaliittymä,substantiivi,11
alallaan,adverbi,8
alalleen,adverbi,8
alaluokka,substantiivi,9
alaluokkalainen,substantiivi,15
alaluomi,substantiivi,8
alamaa,substantiivi,6
alamaailma,substantiivi,10
alamaihin,adverbi,9
alamainen,"substantiivi, adjektiivi",9
alamaisesti,adverbi,11
alamaissa,adverbi,9
alamaisuus,substantiivi,10
alamitta,substantiivi,8
alamittainen,adjektiivi,12
alamäki,substantiivi,7
alamäkiajo,substantiivi,10
alamäkihidastin,substantiivi,15
alamäkiluistelu,substantiivi,15
alanko,substantiivi,6
alankomaalainen,"adjektiivi, substantiivi",15
alanne,substantiivi,6
alanumero,substantiivi,9
alanurkka,substantiivi,9
alanurkkalaukaus,substantiivi,16
alaoksa,substantiivi,7
alaosa,substantiivi,6
alaosasto,substantiivi,9
alaotsikko,substantiivi,10
alapesu,substantiivi,7
alapeti,substantiivi,7
alapilvi,substantiivi,8
alapinta,substantiivi,8
alapohja,substantiivi,8
alapuhelin,substantiivi,10
alapuoli,substantiivi,8
alapuolinen,adjektiivi,11
alapuolisko,substantiivi,11
alapää,substantiivi,6
alaraaja,substantiivi,8
alaraja,substantiivi,7
alareuna,substantiivi,8
alarivi,substantiivi,7
alaruumis,substantiivi,9
alaryhmä,substantiivi,8
alas,adverbi,4
alasajo,substantiivi,7
alaselkä,substantiivi,8
alasin,substantiivi,6
alaskirjaus,substantiivi,11
alaslaskettava,adjektiivi,14
alaspäin,adverbi,8
alaspäinen,adjektiivi,10
alaspäinmeno,substantiivi,12
alassuin,adverbi,8
alassuinen,adjektiivi,10
alasti,adverbi,6
alastomuus,substantiivi,10
alastomuuskulttuuri,substantiivi,19
alaston,adjektiivi,7
alastonkuva,substantiivi,11
alastonmalli,substantiivi,12
alastontutkielma,substantiivi,16
alastulo,substantiivi,8
alastulorinne,substantiivi,13
alasuoja,substantiivi,8
alasuojus,substantiivi,9
alasvetovalikko,substantiivi,15
alasänky,substantiivi,8
alateitse,adverbi,9
alati,adverbi,5
alatiesynnytys,substantiivi,14
alatusten,adverbi,9
alatuuleen,adverbi,10
alatuulessa,adverbi,11
alatyyli,substantiivi,8
alatyylinen,adjektiivi,11
alava,adjektiivi,5
alavartalo,substantiivi,10
alavartalolihavuus,substantiivi,18
alavatsa,substantiivi,8
alaviistoon,adverbi,11
alaviistossa,adverbi,12
alaviistosta,adverbi,12
alaviite,substantiivi,8
alaviiva,substantiivi,8
alavireinen,adjektiivi,11
alavireisyys,substantiivi,12
alavirta,substantiivi,8
alavuus,substantiivi,7
alayksikkö,substantiivi,10
alaääni,substantiivi,7
alba,substantiivi,4
albaani,substantiivi,7
albania,substantiivi,7
albanialainen,"adjektiivi, substantiivi",13
albanian kieli,,14
albatrossi,substantiivi,10
albedo,substantiivi,6
albiino,"substantiivi, adjektiivi",7
albinismi,substantiivi,9
albumi,substantiivi,6
albumiini,substantiivi,9
al dente,adverbi,8
ale,substantiivi,3
ale,substantiivi,3
alekkain,adverbi,8
aleksanterinleivos,substantiivi,18
aleksanterintorttu,substantiivi,18
aleksitymia,substantiivi,11
aleksityymikko,substantiivi,14
aleksityyminen,adjektiivi,14
alemma,adverbi,6
alemmaksi,adverbi,9
alemmas,adverbi,7
alemmuudentunne,substantiivi,15
alemmuus,substantiivi,8
alemmuuskompleksi,substantiivi,17
alempaa,adverbi,7
alempana,adverbi,8
alempi,adjektiivi,6
alempiarvoinen,adjektiivi,14
alenema,substantiivi,7
aleneva,adjektiivi,7
alennus,substantiivi,7
alennushalli,substantiivi,12
alennushinta,substantiivi,12
alennuskoodi,substantiivi,12
alennuskuponki,substantiivi,14
alennuslippu,substantiivi,12
alennusmerkki,substantiivi,13
alennusmyynti,substantiivi,13
alennustavaratalo,substantiivi,17
alennustila,substantiivi,11
alennustuote,substantiivi,12
alennusvaihde,substantiivi,13
alentaa,verbi,7
alentava,adjektiivi,8
alentua,verbi,7
alentuva,adjektiivi,8
alentuvainen,adjektiivi,12
alentuvaisesti,adverbi,14
alentuvaisuus,substantiivi,13
alentuvasti,adverbi,11
alentuvuus,substantiivi,10
aleta,verbi,5
aletusten,adverbi,9
aleutin kieli,,13
aleutti,substantiivi,7
alfa,substantiivi,4
alfa-alfa,substantiivi,9
alfahiukkanen,substantiivi,13
alfalfa,substantiivi,7
alfanaaras,substantiivi,10
alfanumeerinen,adjektiivi,14
alfasäteet,substantiivi,10
alfasäteily,substantiivi,11
alfauros,substantiivi,8
algebra,substantiivi,7
algebrallinen,adjektiivi,13
algoritmi,substantiivi,9
alhaalla,adverbi,8
alhaalle,adverbi,8
alhaalta,adverbi,8
alhainen,"adjektiivi, substantiivi",8
alhaisaateli,substantiivi,12
alhaisesti,adverbi,10
alhaiso,substantiivi,7
alhaissukuinen,adjektiivi,14
alhaissäätyinen,adjektiivi,15
alhaisuus,substantiivi,9
alho,substantiivi,4
ali,"postpositio, adverbi",3
ali‑,,4
aliarvioida,verbi,11
aliarviointi,substantiivi,12
aliarvostaa,verbi,11
aliarvostus,substantiivi,11
alias,adverbi,5
alibi,substantiivi,5
aliedustettu,adjektiivi,12
aliedustus,substantiivi,10
alien,substantiivi,5
alihallinto,substantiivi,11
alihankinta,substantiivi,11
alihankkija,substantiivi,11
alihinta,substantiivi,8
alijohtaja,substantiivi,10
alijäähtyä,verbi,10
alijäämä,substantiivi,8
alijäämäinen,adjektiivi,12
alikaliiperiammus,substantiivi,17
alikasvos,substantiivi,9
alikehittynyt,adjektiivi,13
alikersantti,substantiivi,12
alikriittinen,adjektiivi,13
alikulku,substantiivi,8
alikulkutunneli,substantiivi,15
alikäytävä,substantiivi,10
aliluutnantti,substantiivi,13
alilämpö,substantiivi,8
alimitoittaa,verbi,12
alimittainen,adjektiivi,12
alimma,adverbi,6
alimmainen,adjektiivi,10
alimmaksi,adverbi,9
alimmas,adverbi,7
alimmillaan,adverbi,11
alimmilleen,adverbi,11
alimpana,adverbi,8
alin,adjektiivi,4
alinen,adjektiivi,6
alinomaa,adverbi,8
alinomainen,adjektiivi,11
alinopeus,substantiivi,9
alio,substantiivi,4
aliohjautuva,adjektiivi,12
aliohjautuvuus,substantiivi,14
alioikeus,substantiivi,9
alipaine,substantiivi,8
alipaineinen,adjektiivi,12
alipaino,substantiivi,8
alipainoinen,adjektiivi,12
alipainoisuus,substantiivi,13
alipalkattu,adjektiivi,11
alipalkkainen,adjektiivi,13
alipalkkaisuus,substantiivi,14
alipalkkaus,substantiivi,11
aliperämies,substantiivi,11
alipukeutua,verbi,11
alipäällikkö,substantiivi,12
alipäällystö,substantiivi,12
alipääsihteeri,substantiivi,14
aliravitsemus,substantiivi,13
aliravittu,adjektiivi,10
alistaa,verbi,7
alisteinen,adjektiivi,10
alisteisuus,substantiivi,11
alistua,verbi,7
alistus,substantiivi,7
alistuskonjunktio,substantiivi,17
alistussuhde,substantiivi,12
alistuva,adjektiivi,8
alistuvainen,adjektiivi,12
alistuvaisuus,substantiivi,13
alistuvuus,substantiivi,10
alisuorittaa,verbi,12
alisuorittaja,substantiivi,13
alisuoriutua,verbi,12
alisuoriutuja,substantiivi,13
alitajuinen,adjektiivi,11
alitajunta,substantiivi,10
alitehoinen,adjektiivi,11
alitse,"postpositio, adverbi",6
alittaa,verbi,7
alittua,verbi,7
alituinen,adjektiivi,9
alituiseen,adverbi,10
alituisesti,adverbi,11
alituotanto,substantiivi,11
alitus,substantiivi,6
alitusten,adverbi,9
alityöllisyys,substantiivi,13
aliupseeri,substantiivi,10
aliupseerikoulu,substantiivi,15
aliupseerinarvo,substantiivi,15
aliupseeristo,substantiivi,13
aliurakka,substantiivi,9
aliurakoida,verbi,11
aliurakointi,substantiivi,12
aliurakoitsija,substantiivi,14
alivakuuttaa,verbi,12
alivakuutus,substantiivi,11
alivalottaa,verbi,11
alivalottua,verbi,11
alivalotus,substantiivi,10
alivaltiosihteeri,substantiivi,17
alivoima,substantiivi,8
alivoimainen,adjektiivi,12
alivoimaisuus,substantiivi,13
alivoimapeli,substantiivi,12
alivuokralainen,substantiivi,15
alivuokrasuhde,substantiivi,14
alkaa,verbi,5
alkaen,"postpositio, prepositio",6
alkaja,substantiivi,6
alkajaiset,substantiivi,10
alkajaisjuhla,substantiivi,13
alkali,substantiivi,6
alkalimetalli,substantiivi,13
alkalinen,adjektiivi,9
alkaliparisto,substantiivi,13
alkalisuola,substantiivi,11
alkalisuus,substantiivi,10
alkaloidi,substantiivi,9
alkamisaika,substantiivi,11
alkamispäivä,substantiivi,12
alkeellinen,adjektiivi,11
alkeellisesti,adverbi,13
alkeellisuus,substantiivi,12
alkeet,substantiivi,6
alkeis‑,,7
alkeishiukkanen,substantiivi,15
alkeisjuuri,substantiivi,11
alkeiskirja,substantiivi,11
alkeiskurssi,substantiivi,12
alkeislehti,substantiivi,11
alkeisopetus,substantiivi,12
alkeisopinnot,substantiivi,13
alkeisrihma,substantiivi,11
alkeissilmu,substantiivi,11
alkeistiedot,substantiivi,12
alkeistumainen,"substantiivi, adjektiivi",14
alkeistumallinen,"adjektiivi, substantiivi",16
alkeisvaraus,substantiivi,12
alkeisvarsi,substantiivi,11
alkemia,substantiivi,7
alkemisti,substantiivi,9
alkio,substantiivi,5
alkiokalvo,substantiivi,10
alkiolainen,"adjektiivi, substantiivi",11
alkiolaisuus,substantiivi,12
alkionsiirto,substantiivi,12
alkkarit,substantiivi,8
alkkis,substantiivi,6
alkoholi,substantiivi,8
alkoholihumala,substantiivi,14
alkoholijuoma,substantiivi,13
alkoholikassa,substantiivi,13
alkoholikäyminen,substantiivi,16
alkoholilainsäädäntö,substantiivi,20
alkoholimyrkytys,substantiivi,16
alkoholimyymälä,substantiivi,15
alkoholinkäyttö,substantiivi,15
alkoholiongelma,substantiivi,15
alkoholiongelmainen,"adjektiivi, substantiivi",19
alkoholipitoinen,adjektiivi,16
alkoholipitoisuus,substantiivi,17
alkoholipolitiikka,substantiivi,18
alkoholiprosentti,substantiivi,17
alkoholiriippuvainen,"substantiivi, adjektiivi",20
alkoholiriippuvuus,substantiivi,18
alkoholismi,substantiivi,11
alkoholisoitua,verbi,14
alkoholisti,substantiivi,11
alkoholistihuolto,substantiivi,17
alkoholiton,adjektiivi,11
alkoholivaurio,substantiivi,14
alkolukko,substantiivi,9
alkometri,substantiivi,9
alkovi,substantiivi,6
alku,substantiivi,4
alkuaan,adverbi,7
alkuaika,substantiivi,8
alkuaine,substantiivi,8
alkuaste,substantiivi,8
alkuasukas,substantiivi,10
alkuasukasheimo,substantiivi,15
alkucocktail,substantiivi,12
